Latitud,Longitud,Fase,Desplazamiento_m,Deformacion_mm
13.711015,-89.020632,-0.1914,0.000845,0.8446
13.711021,-89.019892,-0.4573,0.002018,2.0183
13.711027,-89.019153,-0.0701,0.000309,0.3092
13.711033,-89.018414,-0.7616,0.003362,3.3617
13.711039,-89.017674,-1.3074,0.005771,5.7706
13.711045,-89.016935,-0.345,0.001523,1.5226
13.711052,-89.016195,-0.9559,0.004219,4.2192
13.711058,-89.015456,-1.3588,0.005997,5.9974
13.711064,-89.014716,-1.1561,0.005103,5.1027
13.71107,-89.013977,-0.4466,0.001971,1.971
13.711076,-89.013238,-0.4019,0.001774,1.7738
13.711082,-89.012498,-0.1704,0.000752,0.7523
13.711088,-89.011759,-0.1687,0.000745,0.7448
13.711094,-89.011019,-0.4832,0.002133,2.1326
13.7111,-89.01028,-0.9572,0.004225,4.225
13.711106,-89.00954,-0.5894,0.002602,2.6016
13.711112,-89.008801,-0.3367,0.001486,1.486
13.711118,-89.008062,-0.713,0.003147,3.1469
13.711124,-89.007322,-0.3261,0.001439,1.4394
13.71113,-89.006583,-0.5269,0.002326,2.3258
13.711136,-89.005843,-0.129,0.000569,0.5694
13.711142,-89.005104,-1.096,0.004837,4.8374
13.711148,-89.004364,-2.4321,0.010735,10.7347
13.711154,-89.003625,-0.2984,0.001317,1.317
13.71116,-89.002885,0.6042,-0.002667,-2.6669
13.711166,-89.002146,-1.4871,0.006564,6.564
13.711172,-89.001407,-0.8182,0.003612,3.6116
13.711178,-89.000667,-0.5845,0.00258,2.5799
13.711184,-88.999928,-0.4538,0.002003,2.0029
13.71119,-88.999188,-2.0994,0.009266,9.2664
13.711196,-88.998449,-0.4434,0.001957,1.9571
13.711202,-88.997709,-0.3767,0.001663,1.6629
13.711208,-88.99697,-1.0573,0.004667,4.6668
13.711214,-88.996231,-0.5497,0.002426,2.4262
13.71122,-88.995491,0.1416,-0.000625,-0.625
13.711226,-88.994752,1.5465,-0.006826,-6.8262
13.711231,-88.994012,0.9898,-0.004369,-4.369
13.711237,-88.993273,-0.8041,0.003549,3.549
13.711243,-88.992533,0.8535,-0.003767,-3.7673
13.711249,-88.991794,-0.1963,0.000866,0.8663
13.711255,-88.991054,0.6769,-0.002988,-2.9879
13.711261,-88.990315,-0.0654,0.000289,0.2886
13.711267,-88.989576,-1.0202,0.004503,4.503
13.711273,-88.988836,-1.054,0.004652,4.6522
13.711279,-88.988097,2.7693,-0.012223,-12.223
13.711285,-88.987357,1.0276,-0.004535,-4.5355
13.711291,-88.986618,2.5919,-0.01144,-11.4402
13.711297,-88.985878,0.8061,-0.003558,-3.558
13.711303,-88.985139,3.4325,-0.01515,-15.1504
13.711309,-88.9844,2.2723,-0.010029,-10.0294
13.711315,-88.98366,-1.0563,0.004662,4.6622
13.711321,-88.982921,0.3303,-0.001458,-1.4578
13.711327,-88.982181,-2.0859,0.009207,9.2066
13.711333,-88.981442,0.435,-0.00192,-1.9201
13.711339,-88.980702,1.1274,-0.004976,-4.976
13.711344,-88.979963,0.5775,-0.002549,-2.5488
13.71135,-88.979223,-0.1682,0.000743,0.7426
13.711356,-88.978484,-0.1682,0.000743,0.7426
13.711362,-88.977745,1.6027,-0.007074,-7.0741
13.711368,-88.977005,0.4068,-0.001796,-1.7957
13.711374,-88.976266,-3.1894,0.014077,14.0773
13.71138,-88.975526,0.7289,-0.003217,-3.2171
13.711386,-88.974787,-0.9098,0.004016,4.0159
13.711392,-88.974047,0.1149,-0.000507,-0.5073
13.711398,-88.973308,-1.5307,0.006756,6.7561
13.711404,-88.972568,1.8703,-0.008255,-8.2553
13.711409,-88.971829,0.1589,-0.000701,-0.7013
13.711415,-88.971089,1.0886,-0.004805,-4.8049
13.711421,-88.97035,-0.0273,0.000121,0.1206
13.711427,-88.969611,3.0725,-0.013561,-13.5614
13.711433,-88.968871,0.5717,-0.002523,-2.5234
13.711439,-88.968132,0.0545,-0.000241,-0.2406
13.711445,-88.967392,-0.9886,0.004364,4.3637
13.711451,-88.966653,0.473,-0.002088,-2.0879
13.711457,-88.965913,-1.1348,0.005009,5.0087
13.711462,-88.965174,1.0514,-0.004641,-4.6407
13.711468,-88.964434,0.6372,-0.002813,-2.8126
13.711474,-88.963695,0.2023,-0.000893,-0.8929
13.71148,-88.962956,1.2056,-0.005321,-5.3215
13.711486,-88.962216,-0.6722,0.002967,2.9669
13.711492,-88.961477,-0.0575,0.000254,0.2538
13.711498,-88.960737,-0.448,0.001977,1.9772
13.711504,-88.959998,0.671,-0.002961,-2.9615
13.711509,-88.959258,-0.368,0.001624,1.6244
13.711515,-88.958519,0.3755,-0.001657,-1.6573
13.711521,-88.957779,0.4526,-0.001998,-1.9978
13.711527,-88.95704,-0.4968,0.002193,2.1929
13.711533,-88.9563,0.3931,-0.001735,-1.735
13.711539,-88.955561,-0.0666,0.000294,0.2939
13.711545,-88.954822,-1.215,0.005363,5.363
13.71155,-88.954082,0.4632,-0.002045,-2.0446
13.711556,-88.953343,0.8021,-0.00354,-3.5403
13.711562,-88.952603,-0.4309,0.001902,1.9019
13.711568,-88.951864,0.692,-0.003054,-3.0543
13.711574,-88.951124,0.362,-0.001598,-1.598
13.71158,-88.950385,-0.2456,0.001084,1.0839
13.711585,-88.949645,0.3583,-0.001581,-1.5813
13.711591,-88.948906,-1.1223,0.004954,4.9537
13.711597,-88.948166,-0.7772,0.003431,3.4305
13.711603,-88.947427,1.3691,-0.006043,-6.043
13.711609,-88.946687,0.5265,-0.002324,-2.3238
13.711615,-88.945948,0.4503,-0.001987,-1.9874
13.71162,-88.945209,0.355,-0.001567,-1.5671
13.711626,-88.944469,0.9434,-0.004164,-4.1639
13.711632,-88.94373,0.6718,-0.002965,-2.9651
13.711638,-88.94299,0.0215,-9.5e-05,-0.0948
13.711644,-88.942251,0.1827,-0.000807,-0.8066
13.71165,-88.941511,0.6696,-0.002956,-2.9556
13.711655,-88.940772,0.1529,-0.000675,-0.6747
13.711661,-88.940032,0.4128,-0.001822,-1.8222
13.711667,-88.939293,0.2774,-0.001224,-1.2242
13.711673,-88.938553,0.4829,-0.002131,-2.1314
13.711679,-88.937814,0.0407,-0.000179,-0.1795
13.711684,-88.937074,0.024,-0.000106,-0.1061
13.71169,-88.936335,0.1247,-0.00055,-0.5504
13.711696,-88.935595,0.1247,-0.00055,-0.5504
13.711702,-88.934856,-0.0791,0.000349,0.349
13.711707,-88.934117,0.0667,-0.000294,-0.2944
13.711713,-88.933377,0.1341,-0.000592,-0.5919
13.711719,-88.932638,0.066,-0.000291,-0.2913
13.711725,-88.931898,0.1821,-0.000804,-0.8038
13.711731,-88.931159,0.198,-0.000874,-0.874
13.711736,-88.930419,0.2989,-0.001319,-1.3195
13.711742,-88.92968,0.3291,-0.001452,-1.4524
13.711748,-88.92894,0.3291,-0.001452,-1.4524
13.711754,-88.928201,0.4305,-0.0019,-1.9
13.711759,-88.927461,0.4415,-0.001949,-1.9486
13.711765,-88.926722,0.5069,-0.002237,-2.2374
13.711771,-88.925982,0.4152,-0.001833,-1.8327
13.711777,-88.925243,0.3809,-0.001681,-1.6811
13.711783,-88.924503,0.5889,-0.002599,-2.5995
13.711788,-88.923764,0.6713,-0.002963,-2.9628
13.711794,-88.923025,0.355,-0.001567,-1.5671
13.7118,-88.922285,0.3001,-0.001325,-1.3247
13.711806,-88.921546,0.232,-0.001024,-1.024
13.709168,-89.153716,0.4021,-0.001775,-1.7748
13.709175,-89.152977,0.4002,-0.001766,-1.7662
13.709181,-89.152237,0.2473,-0.001091,-1.0914
13.709188,-89.151498,0.2284,-0.001008,-1.0079
13.709194,-89.150759,0.2048,-0.000904,-0.9039
13.709201,-89.150019,0.1441,-0.000636,-0.6362
13.709207,-89.14928,0.0841,-0.000371,-0.3711
13.709213,-89.14854,-0.0241,0.000106,0.1062
13.70922,-89.147801,-0.1371,0.000605,0.605
13.709226,-89.147062,-0.1501,0.000663,0.6626
13.709233,-89.146322,-0.2458,0.001085,1.0848
13.709239,-89.145583,-0.2458,0.001085,1.0849
13.709246,-89.144844,-0.2271,0.001002,1.0025
13.709252,-89.144104,-0.2315,0.001022,1.0219
13.709258,-89.143365,-0.266,0.001174,1.1742
13.709265,-89.142626,-0.2653,0.001171,1.1711
13.709271,-89.141886,-0.2533,0.001118,1.1181
13.709278,-89.141147,-0.2099,0.000926,0.9265
13.709284,-89.140407,-0.1275,0.000563,0.5628
13.70929,-89.139668,-0.0951,0.00042,0.4199
13.709297,-89.138929,0.0164,-7.3e-05,-0.0725
13.709303,-89.138189,0.0632,-0.000279,-0.2788
13.70931,-89.13745,0.1526,-0.000674,-0.6735
13.709316,-89.136711,0.1879,-0.000829,-0.8293
13.709322,-89.135971,0.2195,-0.000969,-0.9687
13.709329,-89.135232,0.2888,-0.001275,-1.2748
13.709335,-89.134493,0.3118,-0.001376,-1.3761
13.709342,-89.133753,0.3372,-0.001488,-1.4882
13.709348,-89.133014,0.3505,-0.001547,-1.5472
13.709354,-89.132274,0.3605,-0.001591,-1.5914
13.709361,-89.131535,0.2968,-0.00131,-1.3102
13.709367,-89.130796,0.2333,-0.00103,-1.0297
13.709373,-89.130056,0.1831,-0.000808,-0.8082
13.70938,-89.129317,0.2716,-0.001199,-1.1988
13.709386,-89.128578,0.1477,-0.000652,-0.6517
13.709393,-89.127838,0.0366,-0.000162,-0.1615
13.709399,-89.127099,-0.0626,0.000276,0.2762
13.709405,-89.12636,-0.2202,0.000972,0.9719
13.709412,-89.12562,-0.4296,0.001896,1.8961
13.709418,-89.124881,-0.2248,0.000992,0.9923
13.709424,-89.124141,-0.0991,0.000437,0.4372
13.709431,-89.123402,-0.7485,0.003304,3.3037
13.709437,-89.122663,-0.3337,0.001473,1.4729
13.709443,-89.121923,-0.0643,0.000284,0.2839
13.70945,-89.121184,-0.1991,0.000879,0.879
13.709456,-89.120445,0.0536,-0.000237,-0.2366
13.709462,-89.119705,-0.1317,0.000581,0.5811
13.709469,-89.118966,0.0503,-0.000222,-0.222
13.709475,-89.118226,-0.0628,0.000277,0.277
13.709481,-89.117487,0.1475,-0.000651,-0.6511
13.709488,-89.116748,0.1637,-0.000722,-0.7224
13.709494,-89.116008,0.2903,-0.001281,-1.2815
13.7095,-89.115269,0.2866,-0.001265,-1.265
13.709507,-89.11453,0.3898,-0.00172,-1.7203
13.709513,-89.11379,0.5668,-0.002502,-2.5016
13.709519,-89.113051,0.4349,-0.001919,-1.9194
13.709526,-89.112311,0.5316,-0.002346,-2.3462
13.709532,-89.111572,0.4245,-0.001874,-1.8736
13.709538,-89.110833,0.3712,-0.001638,-1.6382
13.709545,-89.110093,0.5952,-0.002627,-2.627
13.709551,-89.109354,0.5497,-0.002426,-2.4263
13.709557,-89.108614,0.5984,-0.002641,-2.6414
13.709564,-89.107875,0.6455,-0.002849,-2.8491
13.70957,-89.107136,0.7042,-0.003108,-3.1082
13.709576,-89.106396,0.7493,-0.003307,-3.3073
13.709583,-89.105657,0.7841,-0.003461,-3.4607
13.709589,-89.104918,0.8097,-0.003574,-3.574
13.709595,-89.104178,0.7722,-0.003408,-3.4083
13.709601,-89.103439,0.8115,-0.003582,-3.5816
13.709608,-89.102699,0.8194,-0.003617,-3.6169
13.709614,-89.10196,0.8308,-0.003667,-3.6672
13.70962,-89.101221,0.852,-0.003761,-3.7607
13.709627,-89.100481,0.8547,-0.003773,-3.7727
13.709633,-89.099742,0.8388,-0.003702,-3.7021
13.709639,-89.099003,0.8245,-0.003639,-3.6394
13.709645,-89.098263,0.847,-0.003738,-3.7385
13.709652,-89.097524,0.8432,-0.003722,-3.7218
13.709658,-89.096784,0.9656,-0.004262,-4.2622
13.709664,-89.096045,0.8801,-0.003884,-3.8845
13.709671,-89.095306,0.8526,-0.003763,-3.7632
13.709677,-89.094566,0.8953,-0.003952,-3.9517
13.709683,-89.093827,0.8463,-0.003735,-3.7353
13.709689,-89.093087,0.6979,-0.00308,-3.0802
13.709696,-89.092348,0.7117,-0.003141,-3.1414
13.709702,-89.091609,0.7077,-0.003124,-3.1237
13.709708,-89.090869,0.7283,-0.003214,-3.2145
13.709714,-89.09013,0.6978,-0.00308,-3.0801
13.709721,-89.08939,1.0147,-0.004479,-4.4786
13.709727,-89.088651,0.8166,-0.003604,-3.6042
13.709733,-89.087912,0.7399,-0.003266,-3.2657
13.709739,-89.087172,0.7399,-0.003266,-3.2657
13.709746,-89.086433,0.8622,-0.003806,-3.8058
13.709752,-89.085694,0.8047,-0.003552,-3.5517
13.709758,-89.084954,0.5352,-0.002362,-2.3625
13.709764,-89.084215,0.4595,-0.002028,-2.0281
13.709771,-89.083475,0.7829,-0.003455,-3.4554
13.709777,-89.082736,0.743,-0.003279,-3.2795
13.709783,-89.081997,1.146,-0.005058,-5.0581
13.709789,-89.081257,0.3845,-0.001697,-1.6973
13.709795,-89.080518,-0.0247,0.000109,0.1089
13.709802,-89.079778,-0.5485,0.002421,2.4209
13.709808,-89.079039,0.1411,-0.000623,-0.6229
13.709814,-89.0783,0.5306,-0.002342,-2.3421
13.70982,-89.07756,1.4772,-0.00652,-6.5201
13.709827,-89.076821,0.8976,-0.003962,-3.962
13.709833,-89.076081,1.5519,-0.00685,-6.8498
13.709839,-89.075342,0.3727,-0.001645,-1.6449
13.709845,-89.074603,0.3727,-0.001645,-1.6449
13.709851,-89.073863,0.7341,-0.00324,-3.2402
13.709858,-89.073124,1.3324,-0.005881,-5.8811
13.709864,-89.072384,1.0876,-0.004801,-4.8006
13.70987,-89.071645,1.0876,-0.004801,-4.8006
13.709876,-89.070906,0.4809,-0.002123,-2.1227
13.709882,-89.070166,0.3914,-0.001727,-1.7274
13.709889,-89.069427,0.0892,-0.000394,-0.3936
13.709895,-89.068687,0.5558,-0.002453,-2.4532
13.709901,-89.067948,1.4493,-0.006397,-6.3971
13.709907,-89.067209,0.5614,-0.002478,-2.4778
13.709913,-89.066469,0.9168,-0.004046,-4.0465
13.709919,-89.06573,3.6706,-0.016201,-16.2013
13.709926,-89.06499,4.5941,-0.020278,-20.2776
13.709932,-89.064251,1.8525,-0.008177,-8.1768
13.709938,-89.063512,1.0776,-0.004756,-4.7565
13.709944,-89.062772,1.0601,-0.004679,-4.6789
13.70995,-89.062033,0.534,-0.002357,-2.3569
13.709957,-89.061293,1.9534,-0.008622,-8.6219
13.709963,-89.060554,0.3647,-0.00161,-1.6098
13.709969,-89.059815,1.3515,-0.005965,-5.9652
13.709975,-89.059075,1.3515,-0.005965,-5.9652
13.709981,-89.058336,2.3523,-0.010382,-10.3825
13.709987,-89.057596,2.0812,-0.009186,-9.186
13.709993,-89.056857,0.256,-0.00113,-1.13
13.71,-89.056118,1.1785,-0.005202,-5.2017
13.710006,-89.055378,1.1207,-0.004946,-4.9465
13.710012,-89.054639,1.1207,-0.004946,-4.9465
13.710018,-89.053899,1.551,-0.006846,-6.846
13.710024,-89.05316,0.5609,-0.002476,-2.4758
13.71003,-89.052421,0.8503,-0.003753,-3.7532
13.710037,-89.051681,0.7184,-0.003171,-3.1709
13.710043,-89.050942,1.3491,-0.005954,-5.9545
13.710049,-89.050202,0.7146,-0.003154,-3.1542
13.710055,-89.049463,0.5666,-0.002501,-2.5008
13.710061,-89.048723,0.3877,-0.001711,-1.7112
13.710067,-89.047984,0.7205,-0.00318,-3.1801
13.710073,-89.047245,1.028,-0.004538,-4.5376
13.710079,-89.046505,0.5889,-0.002599,-2.5991
13.710086,-89.045766,0.9483,-0.004186,-4.1856
13.710092,-89.045026,1.4543,-0.006419,-6.4189
13.710098,-89.044287,0.9666,-0.004266,-4.2665
13.710104,-89.043548,1.1401,-0.005032,-5.032
13.71011,-89.042808,1.3401,-0.005915,-5.9151
13.710116,-89.042069,0.7247,-0.003199,-3.1988
13.710122,-89.041329,-0.2714,0.001198,1.1981
13.710128,-89.04059,1.1503,-0.005077,-5.0773
13.710134,-89.039851,0.9876,-0.004359,-4.3593
13.710141,-89.039111,0.2546,-0.001124,-1.1238
13.710147,-89.038372,-0.2024,0.000893,0.8932
13.710153,-89.037632,0.585,-0.002582,-2.5819
13.710159,-89.036893,1.9076,-0.00842,-8.4199
13.710165,-89.036153,1.3512,-0.005964,-5.9641
13.710171,-89.035414,1.8312,-0.008082,-8.0824
13.710177,-89.034675,-1.2771,0.005637,5.637
13.710183,-89.033935,-0.253,0.001117,1.1166
13.710189,-89.033196,-0.7608,0.003358,3.358
13.710195,-89.032456,0.7968,-0.003517,-3.5171
13.710201,-89.031717,1.2329,-0.005442,-5.4417
13.710208,-89.030978,0.5521,-0.002437,-2.437
13.710214,-89.030238,0.5028,-0.002219,-2.2194
13.71022,-89.029499,0.9486,-0.004187,-4.187
13.710226,-89.028759,0.5064,-0.002235,-2.2353
13.710232,-89.02802,-0.2514,0.00111,1.1097
13.710238,-89.02728,-0.1065,0.00047,0.4699
13.710244,-89.026541,-0.3082,0.00136,1.3603
13.71025,-89.025802,0.2322,-0.001025,-1.025
13.710256,-89.025062,0.6699,-0.002957,-2.9569
13.710262,-89.024323,-0.3455,0.001525,1.525
13.710268,-89.023583,-0.3745,0.001653,1.6529
13.710274,-89.022844,-0.2295,0.001013,1.0129
13.71028,-89.022104,-0.2697,0.001191,1.1905
13.710286,-89.021365,-0.4218,0.001862,1.8616
13.710292,-89.020626,-0.2861,0.001263,1.2626
13.710298,-89.019886,-0.1902,0.00084,0.8397
13.710304,-89.019147,-0.5161,0.002278,2.2779
13.71031,-89.018407,-0.9251,0.004083,4.0834
13.710317,-89.017668,-0.4705,0.002077,2.0769
13.710323,-89.016929,-1.0082,0.00445,4.4501
13.710329,-89.016189,-0.3881,0.001713,1.7132
13.710335,-89.01545,-0.4645,0.00205,2.0502
13.710341,-89.01471,-0.305,0.001346,1.3464
13.710347,-89.013971,0.1951,-0.000861,-0.8612
13.710353,-89.013231,-0.3621,0.001598,1.5982
13.710359,-89.012492,0.5547,-0.002448,-2.4485
13.710365,-89.011753,-0.2092,0.000923,0.9232
13.710371,-89.011013,0.1772,-0.000782,-0.782
13.710377,-89.010274,0.3071,-0.001355,-1.3555
13.710383,-89.009534,-0.8283,0.003656,3.6558
13.710389,-89.008795,-0.5101,0.002252,2.2517
13.710395,-89.008055,-0.3939,0.001739,1.7386
13.710401,-89.007316,0.6368,-0.002811,-2.8107
13.710407,-89.006577,-0.9269,0.004091,4.091
13.710413,-89.005837,-0.4041,0.001784,1.7838
13.710419,-89.005098,-0.8548,0.003773,3.7731
13.710425,-89.004358,-1.1034,0.00487,4.87
13.710431,-89.003619,0.4444,-0.001962,-1.9617
13.710437,-89.002879,-0.5387,0.002378,2.3778
13.710443,-89.00214,-2.9773,0.013141,13.1413
13.710449,-89.0014,-3.283,0.014491,14.4908
13.710455,-89.000661,-2.3597,0.010415,10.4151
13.710461,-88.999922,-0.7013,0.003095,3.0953
13.710467,-88.999182,-1.5046,0.006641,6.6412
13.710473,-88.998443,-0.0544,0.00024,0.2399
13.710479,-88.997703,0.9944,-0.004389,-4.3889
13.710485,-88.996964,0.333,-0.00147,-1.4699
13.710491,-88.996224,-2.0547,0.009069,9.0692
13.710497,-88.995485,0.3291,-0.001453,-1.4528
13.710503,-88.994746,0.9303,-0.004106,-4.1062
13.710509,-88.994006,-1.7372,0.007668,7.6678
13.710515,-88.993267,2.2245,-0.009819,-9.8186
13.71052,-88.992527,1.5174,-0.006697,-6.6974
13.710526,-88.991788,-1.4996,0.006619,6.6189
13.710532,-88.991048,1.7601,-0.007769,-7.7689
13.710538,-88.990309,1.1188,-0.004938,-4.9384
13.710544,-88.98957,1.1188,-0.004938,-4.9384
13.71055,-88.98883,1.4629,-0.006457,-6.457
13.710556,-88.988091,0.8631,-0.00381,-3.8097
13.710562,-88.987351,0.4585,-0.002024,-2.0237
13.710568,-88.986612,0.7467,-0.003296,-3.2959
13.710574,-88.985872,-0.2448,0.00108,1.0803
13.71058,-88.985133,0.9216,-0.004068,-4.0677
13.710586,-88.984393,0.9193,-0.004058,-4.0577
13.710592,-88.983654,2.5944,-0.011451,-11.4514
13.710598,-88.982915,-0.815,0.003597,3.5973
13.710604,-88.982175,-1.1632,0.005134,5.1341
13.71061,-88.981436,0.0598,-0.000264,-0.2639
13.710616,-88.980696,0.4746,-0.002095,-2.0949
13.710622,-88.979957,0.2675,-0.001181,-1.1807
13.710627,-88.979217,2.4636,-0.010874,-10.8738
13.710633,-88.978478,3.9963,-0.017639,-17.6391
13.710639,-88.977738,2.5128,-0.011091,-11.0912
13.710645,-88.976999,0.2448,-0.00108,-1.0804
13.710651,-88.97626,3.0115,-0.013292,-13.2922
13.710657,-88.97552,-1.8677,0.008244,8.2437
13.710663,-88.974781,-1.0538,0.004651,4.6511
13.710669,-88.974041,-0.5136,0.002267,2.267
13.710675,-88.973302,-3.4664,0.0153,15.3
13.710681,-88.972562,3.5495,-0.015667,-15.667
13.710687,-88.971823,2.9266,-0.012918,-12.9176
13.710692,-88.971083,1.4674,-0.006477,-6.4767
13.710698,-88.970344,-0.0895,0.000395,0.395
13.710704,-88.969605,-0.5539,0.002445,2.4446
13.71071,-88.968865,0.278,-0.001227,-1.2271
13.710716,-88.968126,1.556,-0.006868,-6.8679
13.710722,-88.967386,-0.0299,0.000132,0.1319
13.710728,-88.966647,-0.4251,0.001876,1.8763
13.710734,-88.965907,-0.6352,0.002804,2.8038
13.71074,-88.965168,0.389,-0.001717,-1.7171
13.710745,-88.964428,0.9384,-0.004142,-4.1421
13.710751,-88.963689,0.5503,-0.002429,-2.4289
13.710757,-88.96295,0.8129,-0.003588,-3.5879
13.710763,-88.96221,0.0147,-6.5e-05,-0.0649
13.710769,-88.961471,-1.1282,0.00498,4.9795
13.710775,-88.960731,-1.1499,0.005075,5.0753
13.710781,-88.959992,-0.0688,0.000304,0.3038
13.710787,-88.959252,0.1423,-0.000628,-0.6279
13.710792,-88.958513,-0.3939,0.001739,1.7385
13.710798,-88.957773,0.8708,-0.003843,-3.8435
13.710804,-88.957034,-2.5289,0.011162,11.1622
13.71081,-88.956294,-0.3939,0.001739,1.7387
13.710816,-88.955555,-0.9789,0.004321,4.3208
13.710822,-88.954816,-0.7834,0.003458,3.4578
13.710827,-88.954076,0.4828,-0.002131,-2.1311
13.710833,-88.953337,-0.6126,0.002704,2.7038
13.710839,-88.952597,0.1926,-0.00085,-0.85
13.710845,-88.951858,-0.5032,0.002221,2.2211
13.710851,-88.951118,0.5871,-0.002591,-2.5913
13.710857,-88.950379,0.3555,-0.001569,-1.5692
13.710863,-88.949639,-0.6461,0.002852,2.8517
13.710868,-88.9489,-0.4173,0.001842,1.8419
13.710874,-88.94816,-0.1345,0.000594,0.5938
13.71088,-88.947421,-1.3386,0.005909,5.9085
13.710886,-88.946681,0.3583,-0.001581,-1.5813
13.710892,-88.945942,-0.1138,0.000502,0.5024
13.710897,-88.945203,-0.1572,0.000694,0.6938
13.710903,-88.944463,0.7682,-0.00339,-3.3905
13.710909,-88.943724,0.9499,-0.004193,-4.1926
13.710915,-88.942984,0.2093,-0.000924,-0.9236
13.710921,-88.942245,0.3656,-0.001614,-1.6136
13.710927,-88.941505,0.432,-0.001907,-1.9068
13.710932,-88.940766,0.3481,-0.001536,-1.5364
13.710938,-88.940026,0.4452,-0.001965,-1.965
13.710944,-88.939287,0.4408,-0.001945,-1.9454
13.71095,-88.938547,0.3648,-0.00161,-1.6102
13.710956,-88.937808,0.1075,-0.000475,-0.4746
13.710961,-88.937069,-0.0213,9.4e-05,0.0941
13.710967,-88.936329,-0.0356,0.000157,0.1571
13.710973,-88.93559,-0.0817,0.000361,0.3607
13.710979,-88.93485,-0.0023,1e-05,0.01
13.710985,-88.934111,-0.0032,1.4e-05,0.0143
13.71099,-88.933371,0.0468,-0.000206,-0.2065
13.710996,-88.932632,-0.0514,0.000227,0.2269
13.711002,-88.931892,0.0721,-0.000318,-0.3181
13.711008,-88.931153,0.1438,-0.000634,-0.6345
13.711013,-88.930413,0.2282,-0.001007,-1.0073
13.711019,-88.929674,0.2818,-0.001244,-1.244
13.711025,-88.928934,0.3517,-0.001552,-1.5525
13.711031,-88.928195,0.3663,-0.001617,-1.6169
13.711037,-88.927455,0.2778,-0.001226,-1.226
13.711042,-88.926716,0.5381,-0.002375,-2.3749
13.711048,-88.925977,0.4125,-0.001821,-1.8206
13.711054,-88.925237,0.3141,-0.001386,-1.3865
13.71106,-88.924498,0.3989,-0.001761,-1.7607
13.711065,-88.923758,0.2307,-0.001018,-1.0182
13.711071,-88.923019,0.4947,-0.002184,-2.1836
13.711077,-88.922279,0.1414,-0.000624,-0.624
13.711083,-88.92154,0.1072,-0.000473,-0.4733
13.708446,-89.153709,0.4279,-0.001889,-1.8888
13.708452,-89.15297,0.37,-0.001633,-1.6329
13.708458,-89.152231,0.3038,-0.001341,-1.3408
13.708465,-89.151491,0.2354,-0.001039,-1.0389
13.708471,-89.150752,0.1702,-0.000751,-0.7511
13.708478,-89.150013,0.1239,-0.000547,-0.5467
13.708484,-89.149273,0.061,-0.000269,-0.2691
13.708491,-89.148534,-0.1398,0.000617,0.6169
13.708497,-89.147795,-0.2097,0.000925,0.9255
13.708503,-89.147055,-0.1679,0.000741,0.7413
13.70851,-89.146316,-0.2931,0.001294,1.2936
13.708516,-89.145576,-0.2693,0.001189,1.1888
13.708523,-89.144837,-0.2647,0.001168,1.1683
13.708529,-89.144098,-0.227,0.001002,1.0019
13.708536,-89.143358,-0.2727,0.001204,1.2038
13.708542,-89.142619,-0.2702,0.001193,1.1926
13.708548,-89.14188,-0.2748,0.001213,1.2129
13.708555,-89.14114,-0.2109,0.000931,0.9308
13.708561,-89.140401,-0.1506,0.000665,0.6648
13.708568,-89.139662,-0.0758,0.000335,0.3347
13.708574,-89.138922,0.0138,-6.1e-05,-0.0607
13.70858,-89.138183,0.0403,-0.000178,-0.1779
13.708587,-89.137443,0.102,-0.00045,-0.4502
13.708593,-89.136704,0.187,-0.000825,-0.8253
13.7086,-89.135965,0.2078,-0.000917,-0.9171
13.708606,-89.135225,0.2441,-0.001077,-1.0773
13.708612,-89.134486,0.2867,-0.001265,-1.2653
13.708619,-89.133747,0.2821,-0.001245,-1.2453
13.708625,-89.133007,0.3074,-0.001357,-1.3567
13.708631,-89.132268,0.2616,-0.001155,-1.1546
13.708638,-89.131529,0.1469,-0.000648,-0.6484
13.708644,-89.130789,0.1203,-0.000531,-0.531
13.708651,-89.13005,0.2238,-0.000988,-0.9876
13.708657,-89.12931,0.0903,-0.000399,-0.3986
13.708663,-89.128571,-0.2861,0.001263,1.263
13.70867,-89.127832,-0.1682,0.000742,0.7423
13.708676,-89.127092,-0.2182,0.000963,0.9632
13.708682,-89.126353,-0.2626,0.001159,1.1591
13.708689,-89.125614,-0.2773,0.001224,1.2241
13.708695,-89.124874,-0.3115,0.001375,1.3751
13.708702,-89.124135,-0.3273,0.001445,1.4445
13.708708,-89.123396,-0.4944,0.002182,2.1821
13.708714,-89.122656,-0.3745,0.001653,1.6529
13.708721,-89.121917,-0.4921,0.002172,2.1721
13.708727,-89.121177,-0.2762,0.001219,1.2189
13.708733,-89.120438,-0.3065,0.001353,1.3528
13.70874,-89.119699,-0.5783,0.002552,2.5524
13.708746,-89.118959,-0.1364,0.000602,0.6019
13.708752,-89.11822,-0.0148,6.5e-05,0.0652
13.708759,-89.117481,0.1359,-0.0006,-0.6
13.708765,-89.116741,0.1302,-0.000575,-0.5747
13.708771,-89.116002,0.2389,-0.001055,-1.0546
13.708778,-89.115262,0.2846,-0.001256,-1.2563
13.708784,-89.114523,0.3246,-0.001433,-1.4328
13.70879,-89.113784,0.3899,-0.001721,-1.7208
13.708797,-89.113044,0.5002,-0.002208,-2.2076
13.708803,-89.112305,0.5527,-0.00244,-2.4397
13.708809,-89.111566,0.4778,-0.002109,-2.1088
