Latitud,Longitud,Valor_Sentinel,Temp_ERA5_(K),Factor_Error_(%)
1503000.0,376440.0,0.1181,301.28,89.12
1501880.0,304760.0,0.0906,297.91,8.55
1501880.0,305880.0,0.1192,297.99,10.6
1501880.0,307000.0,0.1329,298.1,13.05
1501880.0,308120.0,0.0815,298.21,15.82
1501880.0,309240.0,0.0951,298.34,18.85
1501880.0,310360.0,0.0763,298.47,22.03
1501880.0,311480.0,0.1017,298.61,25.3
1501880.0,312600.0,0.1314,298.75,28.55
1501880.0,313720.0,0.1389,298.88,31.72
1501880.0,314840.0,0.5425,299.0,34.7
1501880.0,315960.0,0.1263,299.12,37.41
1501880.0,317080.0,0.0996,299.23,40.05
1501880.0,318200.0,0.1408,299.34,42.83
1501880.0,319320.0,0.1839,299.46,45.67
1501880.0,320440.0,0.2742,299.58,48.45
1501880.0,321560.0,0.0843,299.69,51.08
1501880.0,322680.0,0.2339,299.79,53.45
1501880.0,323800.0,0.1385,299.87,55.46
1501880.0,324920.0,0.1447,299.94,57.01
1501880.0,326040.0,0.0632,299.98,58.0
1501880.0,327160.0,0.0836,299.99,58.31
1501880.0,328280.0,0.1755,299.97,57.75
1501880.0,329400.0,0.1183,299.91,56.4
1501880.0,330520.0,0.1482,299.83,54.47
1501880.0,331640.0,0.146,299.73,52.14
1501880.0,332760.0,0.1188,299.63,49.61
1501880.0,333880.0,0.0882,299.52,47.05
1501880.0,335000.0,0.251,299.42,44.66
1501880.0,336120.0,0.1158,299.34,42.63
1501880.0,337240.0,0.1475,299.27,41.15
1501880.0,338360.0,0.0914,299.24,40.27
1501880.0,339480.0,0.0625,299.21,39.61
1501880.0,340600.0,0.1768,299.19,39.13
1501880.0,341720.0,0.2032,299.18,38.83
1501880.0,342840.0,0.0981,299.17,38.74
1501880.0,343960.0,0.1522,299.18,38.86
1501880.0,345080.0,0.1626,299.19,39.2
1501880.0,346200.0,0.2202,299.22,39.77
1501880.0,347320.0,0.395,299.25,40.58
1501880.0,348440.0,0.1354,299.29,41.64
1501880.0,349560.0,0.1443,299.35,42.99
1501880.0,350680.0,0.076,299.42,44.63
1501880.0,351800.0,0.088,299.5,46.53
1501880.0,352920.0,0.0612,299.59,48.67
1501880.0,354040.0,0.1433,299.69,51.02
1501880.0,355160.0,0.1135,299.79,53.54
1501880.0,356280.0,0.2194,299.9,56.21
1501880.0,357400.0,0.1314,300.02,59.0
1501880.0,358520.0,0.178,300.14,61.89
1501880.0,359640.0,0.1791,300.27,64.87
1501880.0,360760.0,0.1952,300.42,68.39
1501880.0,361880.0,0.2137,300.59,72.46
1501880.0,363000.0,0.0813,300.77,76.86
1501880.0,364120.0,0.1775,300.96,81.37
1501880.0,365240.0,0.186,301.14,85.8
1501880.0,366360.0,0.1172,301.32,89.93
1501880.0,367480.0,0.1267,301.47,93.54
1501880.0,368600.0,0.1768,301.59,96.45
1501880.0,369720.0,0.1373,301.67,98.42
1501880.0,370840.0,0.2073,301.71,99.28
1501880.0,371960.0,0.1052,301.7,99.1
1501880.0,373080.0,0.2153,301.66,98.07
1501880.0,374200.0,0.2425,301.59,96.39
1501880.0,375320.0,0.212,301.5,94.24
1501880.0,376440.0,0.1788,301.4,91.83
1500760.0,304760.0,0.2334,298.03,11.48
1500760.0,305880.0,0.1416,298.11,13.31
1500760.0,307000.0,0.0867,298.2,15.51
1500760.0,308120.0,0.1537,298.3,18.01
1500760.0,309240.0,0.0986,298.42,20.75
1500760.0,310360.0,0.1267,298.54,23.64
1500760.0,311480.0,0.0509,298.66,26.6
1500760.0,312600.0,0.2577,298.79,29.55
1500760.0,313720.0,0.1699,298.91,32.41
1500760.0,314840.0,0.2807,299.02,35.11
1500760.0,315960.0,0.1354,299.12,37.55
1500760.0,317080.0,0.1682,299.22,39.92
1500760.0,318200.0,0.1748,299.33,42.45
1500760.0,319320.0,0.1152,299.44,45.03
1500760.0,320440.0,0.2666,299.54,47.56
1500760.0,321560.0,0.1402,299.64,49.94
1500760.0,322680.0,0.0067,299.73,52.07
1500760.0,323800.0,0.1944,299.81,53.85
1500760.0,324920.0,0.1207,299.86,55.17
1500760.0,326040.0,0.1254,299.89,55.94
1500760.0,327160.0,0.1245,299.9,56.05
1500760.0,328280.0,0.1129,299.87,55.27
1500760.0,329400.0,2.2106,299.8,53.72
1500760.0,330520.0,0.0735,299.71,51.59
1500760.0,331640.0,0.1085,299.61,49.06
1500760.0,332760.0,0.0595,299.49,46.35
1500760.0,333880.0,0.2014,299.38,43.63
1500760.0,335000.0,0.1249,299.27,41.1
1500760.0,336120.0,0.1728,299.18,38.95
1500760.0,337240.0,0.0802,299.12,37.38
1500760.0,338360.0,0.3177,299.08,36.44
