Latitud,Longitud,Valor_Sentinel,Temp_2m_ERA5_(C),Temp_10m_ERA5_(C),Vapor_Agua_(mm),Humedad_Relativa_(%),Factor_Error_(%)
1549240.0,171720.0,0.3429,25.08,25.46,32.68,62.24,58.34
1549240.0,175880.0,0.0705,24.85,25.29,32.15,61.96,55.13
1549240.0,180040.0,0.0791,24.56,24.96,31.7,62.31,51.06
1549240.0,184200.0,0.0674,24.2,24.5,31.29,63.25,46.0
1549240.0,188360.0,0.1523,23.81,23.96,30.94,64.53,40.59
1549240.0,192520.0,0.1284,23.45,23.43,30.66,65.93,35.46
1549240.0,196680.0,0.0777,23.15,22.99,30.46,67.19,31.27
1549240.0,200840.0,0.0693,22.96,22.71,30.35,68.03,28.66
1549240.0,205000.0,0.1511,22.93,22.65,30.37,68.23,28.19
1549240.0,209160.0,0.1126,23.03,22.78,30.52,67.97,29.68
1549240.0,213320.0,0.1474,23.24,23.05,30.79,67.39,32.62
1549240.0,217480.0,0.2174,23.52,23.41,31.14,66.59,36.51
1549240.0,221640.0,0.6075,23.83,23.81,31.52,65.69,40.88
1549240.0,225800.0,0.0607,24.14,24.21,31.89,64.77,45.24
1549240.0,229960.0,0.121,24.42,24.55,32.23,63.93,49.08
1549240.0,234120.0,0.0947,24.69,24.88,32.57,63.04,52.92
1549240.0,238280.0,0.1101,25.0,25.26,32.95,62.01,57.25
1549240.0,242440.0,0.3112,25.32,25.64,33.34,60.94,61.69
1549240.0,246600.0,0.1581,25.61,25.99,33.71,59.93,65.88
1549240.0,250760.0,0.1702,25.87,26.28,34.01,59.07,69.44
1549240.0,254920.0,0.0611,26.05,26.48,34.22,58.45,72.0
1549240.0,259080.0,0.4644,26.13,26.55,34.3,58.14,73.18
1549240.0,263240.0,0.102,26.11,26.47,34.24,58.16,72.88
1549240.0,267400.0,0.1521,25.9,26.15,33.92,58.75,69.88
1549240.0,271560.0,0.106,25.82,25.99,33.77,58.95,68.73
1549240.0,275720.0,0.2893,25.73,25.84,33.63,59.16,67.58
1549240.0,279880.0,0.0041,25.65,25.68,33.49,59.36,66.42
1549240.0,284040.0,0.1169,25.57,25.54,33.35,59.55,65.34
1549240.0,288200.0,0.0837,25.64,25.63,33.35,59.29,66.19
1549240.0,292360.0,0.1554,25.7,25.71,33.35,59.03,67.03
1549240.0,296520.0,0.9167,25.76,25.8,33.35,58.78,67.87
1549240.0,300680.0,0.1936,25.81,25.89,33.34,58.53,68.7
1549240.0,304840.0,0.0596,25.87,25.97,33.34,58.28,69.53
1549240.0,309000.0,0.078,25.93,26.06,33.34,58.03,70.34
1549240.0,313160.0,0.2324,25.9,26.06,33.23,57.96,69.89
1549240.0,317320.0,0.0915,25.79,26.0,33.03,58.04,68.38
1549240.0,321480.0,0.1196,25.68,25.94,32.82,58.11,66.86
1549240.0,325640.0,0.3566,25.57,25.87,32.62,58.19,65.34
1549240.0,329800.0,0.1215,25.47,25.81,32.42,58.26,63.81
1549240.0,333960.0,0.3423,25.36,25.75,32.22,58.34,62.28
1549240.0,338120.0,0.7216,25.24,25.66,32.01,58.49,60.59
1549240.0,342280.0,0.1014,24.9,25.12,31.7,59.97,55.82
1549240.0,346440.0,0.1676,24.56,24.58,31.38,61.49,51.07
1549240.0,350600.0,0.0619,24.22,24.04,31.07,63.05,46.32
1549240.0,354760.0,0.0829,23.88,23.5,30.76,64.65,41.58
1549240.0,358920.0,0.1658,23.55,22.97,30.45,66.29,36.85
1549240.0,363080.0,0.1238,23.21,22.43,30.14,67.97,32.12
1549240.0,367240.0,0.0768,22.92,22.06,29.85,69.29,28.13
1549240.0,371400.0,0.1801,22.68,21.83,29.57,70.3,24.72
1549240.0,375560.0,0.242,22.44,21.6,29.29,71.33,21.31
1549240.0,379720.0,0.1882,22.2,21.37,29.02,72.38,17.9
1549240.0,383880.0,0.3434,21.95,21.14,28.74,73.45,14.49
1549240.0,388040.0,0.6842,21.71,20.9,28.46,74.53,11.08
1549240.0,392200.0,0.1807,21.49,20.69,28.21,75.53,8.03
1549240.0,396360.0,0.5288,21.67,20.85,28.41,74.85,10.47
1549240.0,400520.0,0.0743,21.84,21.01,28.61,74.18,12.91
1549240.0,404680.0,0.1803,22.01,21.16,28.8,73.52,15.34
1545080.0,163400.0,0.1762,25.84,25.93,35.02,64.56,69.05
1545080.0,167560.0,0.1113,25.64,25.89,34.31,63.57,66.19
1545080.0,171720.0,0.0802,25.41,25.8,33.65,62.88,63.05
1545080.0,175880.0,0.101,25.17,25.6,33.09,62.63,59.64
1545080.0,180040.0,0.1289,24.86,25.25,32.6,62.99,55.35
1545080.0,184200.0,0.079,24.49,24.75,32.14,63.91,50.04
1545080.0,188360.0,0.0917,24.08,24.18,31.73,65.17,44.35
1545080.0,192520.0,0.1184,23.69,23.62,31.38,66.53,38.94
1545080.0,196680.0,0.3727,23.37,23.14,31.11,67.75,34.44
1545080.0,200840.0,0.101,23.16,22.83,30.94,68.54,31.5
1545080.0,205000.0,0.2013,23.11,22.74,30.89,68.69,30.68
1545080.0,209160.0,0.1268,23.18,22.84,30.97,68.39,31.73
1545080.0,213320.0,0.0911,23.36,23.07,31.16,67.76,34.17
1545080.0,217480.0,0.1621,23.6,23.4,31.43,66.92,37.58
1545080.0,221640.0,0.1059,23.88,23.77,31.74,65.96,41.5
1545080.0,225800.0,0.5857,24.16,24.15,32.06,65.0,45.51
1545080.0,229960.0,0.1148,24.42,24.48,32.36,64.11,49.15
1545080.0,234120.0,0.0835,24.69,24.82,32.69,63.17,52.97
1545080.0,238280.0,0.1049,25.01,25.2,33.08,62.08,57.41
1545080.0,242440.0,0.3373,25.34,25.61,33.49,60.96,62.07
1545080.0,246600.0,0.1632,25.66,25.99,33.88,59.9,66.52
1545080.0,250760.0,0.2734,25.93,26.31,34.21,59.0,70.35
1545080.0,254920.0,0.3094,26.13,26.53,34.45,58.34,73.17
1545080.0,259080.0,0.1892,26.23,26.62,34.55,58.0,74.55
1545080.0,263240.0,0.1204,26.22,26.56,34.51,57.99,74.45
1545080.0,267400.0,0.1483,26.14,26.41,34.39,58.2,73.32
1545080.0,271560.0,0.3051,26.02,26.2,34.2,58.54,71.64
1545080.0,275720.0,0.1336,25.9,25.99,34.01,58.89,69.87
1545080.0,279880.0,0.5622,25.8,25.82,33.84,59.15,68.51
1545080.0,284040.0,0.216,25.77,25.75,33.75,59.21,68.03
1545080.0,288200.0,0.1323,25.8,25.78,33.72,59.06,68.53
1545080.0,292360.0,0.2025,25.88,25.88,33.75,58.79,69.66
1545080.0,296520.0,0.1537,25.99,26.02,33.79,58.44,71.12
1545080.0,300680.0,0.0749,26.09,26.17,33.84,58.07,72.63
1545080.0,304840.0,0.1215,26.19,26.32,33.87,57.72,73.91
1545080.0,309000.0,0.106,26.24,26.42,33.86,57.45,74.66
1545080.0,313160.0,0.2747,26.24,26.48,33.79,57.27,74.74
1545080.0,317320.0,0.2605,26.24,26.55,33.68,57.01,74.61
1545080.0,321480.0,0.1183,26.21,26.62,33.55,56.74,74.23
1545080.0,325640.0,0.0585,26.15,26.67,33.4,56.55,73.47
1545080.0,329800.0,0.1005,26.06,26.65,33.22,56.52,72.2
1545080.0,333960.0,0.0864,25.93,26.54,33.01,56.74,70.31
1545080.0,338120.0,0.0586,25.74,26.3,32.78,57.3,67.66
1545080.0,342280.0,0.1769,25.47,25.9,32.51,58.33,63.93
1545080.0,346440.0,0.0838,25.14,25.34,32.2,59.82,59.18
1545080.0,350600.0,0.0957,24.75,24.7,31.87,61.61,53.8
1545080.0,354760.0,0.1904,24.35,24.02,31.52,63.55,48.18
1545080.0,358920.0,0.1572,23.96,23.38,31.18,65.48,42.71
1545080.0,363080.0,0.084,23.61,22.85,30.85,67.2,37.78
1545080.0,367240.0,0.0923,23.31,22.44,30.53,68.59,33.53
1545080.0,371400.0,0.246,23.0,22.1,30.17,69.91,29.18
1545080.0,375560.0,0.2235,22.69,21.81,29.8,71.15,24.9
1545080.0,379720.0,0.1642,22.42,21.57,29.45,72.25,20.99
1545080.0,383880.0,0.0824,22.18,21.39,29.15,73.14,17.74
1545080.0,388040.0,0.0435,22.02,21.27,28.93,73.77,15.47
1545080.0,392200.0,0.1189,21.95,21.21,28.82,74.06,14.47
1545080.0,396360.0,0.1617,22.02,21.27,28.89,73.83,15.41
1545080.0,400520.0,0.0495,22.21,21.44,29.1,73.12,18.11
1545080.0,404680.0,0.108,22.47,21.68,29.4,72.13,21.79
1545080.0,408840.0,0.1631,22.75,21.93,29.71,71.07,25.68
1545080.0,413000.0,0.0471,22.99,22.14,29.97,70.13,28.99
1545080.0,417160.0,0.1282,23.13,22.26,30.11,69.51,30.95
1540920.0,163400.0,0.062,26.15,26.27,35.98,65.37,73.38
1540920.0,167560.0,0.0704,25.94,26.22,35.29,64.47,70.47
1540920.0,171720.0,0.2684,25.71,26.11,34.64,63.86,67.27
1540920.0,175880.0,0.1647,25.47,25.9,34.08,63.64,63.8
1540920.0,180040.0,0.0999,25.16,25.53,33.57,63.99,59.46
1540920.0,184200.0,0.1854,24.78,25.02,33.07,64.85,54.14
1540920.0,188360.0,0.2272,24.37,24.44,32.61,66.01,48.44
1540920.0,192520.0,0.13,23.98,23.87,32.21,67.26,42.98
1540920.0,196680.0,0.1269,23.65,23.37,31.88,68.36,38.37
1540920.0,200840.0,0.2851,23.43,23.03,31.64,69.05,35.22
1540920.0,205000.0,0.2497,23.35,22.91,31.52,69.14,34.06
1540920.0,209160.0,0.1194,23.38,22.96,31.51,68.78,34.56
1540920.0,213320.0,0.138,23.51,23.14,31.6,68.12,36.33
1540920.0,217480.0,0.1522,23.7,23.41,31.76,67.25,39.01
1540920.0,221640.0,0.1388,23.93,23.73,31.97,66.27,42.24
1540920.0,225800.0,0.1715,24.17,24.05,32.21,65.29,45.65
1540920.0,229960.0,0.2957,24.4,24.35,32.45,64.4,48.87
1540920.0,234120.0,0.3292,24.66,24.67,32.75,63.45,52.46
1540920.0,238280.0,0.2779,24.97,25.05,33.12,62.37,56.78
1540920.0,242440.0,0.0944,25.29,25.45,33.53,61.27,61.39
1540920.0,246600.0,0.2703,25.61,25.83,33.93,60.22,65.87
1540920.0,250760.0,0.1268,25.89,26.16,34.28,59.33,69.78
1540920.0,254920.0,0.1658,26.1,26.4,34.53,58.66,72.7
1540920.0,259080.0,0.1664,26.21,26.51,34.65,58.31,74.22
1540920.0,263240.0,0.0678,26.22,26.47,34.65,58.26,74.34
1540920.0,267400.0,0.0648,26.16,26.35,34.55,58.43,73.49
1540920.0,271560.0,0.075,26.06,26.18,34.4,58.72,72.13
1540920.0,275720.0,0.0943,25.96,26.0,34.25,59.02,70.68
1540920.0,279880.0,0.4307,25.88,25.87,34.11,59.24,69.6
1540920.0,284040.0,0.0096,25.86,25.82,34.04,59.26,69.34
1540920.0,288200.0,0.0265,25.9,25.87,34.03,59.09,69.97
1540920.0,292360.0,0.0987,25.99,25.98,34.05,58.81,71.13
1540920.0,296520.0,0.0754,26.09,26.12,34.1,58.47,72.6
1540920.0,300680.0,0.1014,26.2,26.28,34.14,58.09,74.14
1540920.0,304840.0,0.1328,26.3,26.43,34.18,57.73,75.5
1540920.0,309000.0,0.1725,26.37,26.55,34.18,57.43,76.45
1540920.0,313160.0,0.2263,26.4,26.65,34.14,57.17,76.9
1540920.0,317320.0,0.1603,26.43,26.78,34.09,56.81,77.33
1540920.0,321480.0,0.2683,26.45,26.92,34.03,56.41,77.64
1540920.0,325640.0,0.5197,26.45,27.03,33.94,56.07,77.61
1540920.0,329800.0,0.7948,26.41,27.08,33.82,55.91,77.04
1540920.0,333960.0,0.221,26.31,27.02,33.67,56.02,75.72
1540920.0,338120.0,0.1998,26.15,26.83,33.48,56.51,73.46
1540920.0,342280.0,0.1041,25.9,26.44,33.23,57.51,69.87
1540920.0,346440.0,0.3577,25.56,25.88,32.93,59.0,65.1
1540920.0,350600.0,0.2778,25.17,25.22,32.6,60.82,59.59
1540920.0,354760.0,0.1036,24.75,24.53,32.25,62.79,53.81
1540920.0,358920.0,0.1801,24.36,23.87,31.9,64.74,48.22
1540920.0,363080.0,0.38,24.0,23.33,31.57,66.45,43.27
1540920.0,367240.0,0.1205,23.71,22.94,31.25,67.77,39.16
1540920.0,371400.0,0.3831,23.42,22.61,30.9,68.97,35.07
1540920.0,375560.0,0.2727,23.14,22.35,30.54,70.07,31.12
1540920.0,379720.0,0.2069,22.88,22.14,30.2,71.0,27.57
1540920.0,383880.0,0.0744,22.68,21.98,29.9,71.73,24.69
1540920.0,388040.0,0.4304,22.54,21.89,29.69,72.2,22.76
1540920.0,392200.0,0.1958,22.49,21.85,29.59,72.36,22.03
1540920.0,396360.0,0.0598,22.57,21.92,29.67,72.02,23.2
1540920.0,400520.0,0.1372,22.78,22.11,29.9,71.2,26.13
1540920.0,404680.0,0.0457,23.06,22.37,30.2,70.12,30.01
1540920.0,408840.0,0.4781,23.35,22.63,30.53,68.99,34.06
1540920.0,413000.0,0.0824,23.59,22.85,30.79,68.02,37.48
1536760.0,163400.0,0.246,26.41,26.58,36.91,66.34,77.13
1536760.0,167560.0,0.1212,26.21,26.52,36.25,65.58,74.24
1536760.0,171720.0,0.2649,25.98,26.39,35.63,65.06,71.07
1536760.0,175880.0,0.0931,25.74,26.17,35.08,64.87,67.64
1536760.0,180040.0,0.0607,25.44,25.8,34.56,65.18,63.4
1536760.0,184200.0,0.1416,25.07,25.3,34.04,65.94,58.24
1536760.0,188360.0,0.1992,24.68,24.72,33.55,66.96,52.72
1536760.0,192520.0,0.1002,24.3,24.16,33.1,68.05,47.4
1536760.0,196680.0,0.1107,23.97,23.66,32.72,68.98,42.84
1536760.0,200840.0,0.2615,23.74,23.31,32.42,69.54,39.59
1536760.0,205000.0,0.1845,23.63,23.15,32.22,69.55,38.09
1536760.0,209160.0,0.26,23.63,23.15,32.12,69.14,38.0
1536760.0,213320.0,0.4112,23.7,23.26,32.09,68.45,39.0
1536760.0,217480.0,0.117,23.83,23.45,32.13,67.58,40.82
1536760.0,221640.0,0.061,24.0,23.69,32.23,66.61,43.2
1536760.0,225800.0,0.0137,24.19,23.95,32.37,65.64,45.86
1536760.0,229960.0,0.2313,24.38,24.2,32.54,64.76,48.52
1536760.0,234120.0,0.1095,24.6,24.48,32.79,63.85,51.72
1536760.0,238280.0,0.206,24.89,24.83,33.13,62.83,55.73
1536760.0,242440.0,0.1666,25.2,25.22,33.53,61.79,60.11
1536760.0,246600.0,0.2388,25.51,25.59,33.93,60.81,64.43
1536760.0,250760.0,0.1018,25.78,25.91,34.28,59.96,68.26
1536760.0,254920.0,0.1736,25.99,26.15,34.54,59.32,71.17
1536760.0,259080.0,0.1532,26.1,26.27,34.67,58.96,72.75
1536760.0,263240.0,0.1928,26.13,26.27,34.69,58.88,73.09
1536760.0,267400.0,0.0561,26.09,26.18,34.63,59.0,72.57
1536760.0,271560.0,0.1951,26.02,26.05,34.53,59.22,71.58
1536760.0,275720.0,0.1508,25.94,25.92,34.41,59.46,70.51
1536760.0,279880.0,0.2508,25.89,25.82,34.31,59.61,69.77
1536760.0,284040.0,0.0612,25.89,25.8,34.27,59.59,69.74
1536760.0,288200.0,0.1056,25.94,25.86,34.27,59.41,70.45
1536760.0,292360.0,0.2174,26.02,25.97,34.29,59.13,71.59
1536760.0,296520.0,0.1694,26.12,26.11,34.32,58.8,72.98
1536760.0,300680.0,0.065,26.22,26.26,34.36,58.43,74.46
1536760.0,304840.0,0.2443,26.32,26.42,34.39,58.06,75.84
1536760.0,309000.0,0.1565,26.4,26.56,34.41,57.73,76.95
1536760.0,313160.0,0.258,26.46,26.69,34.41,57.39,77.78
1536760.0,317320.0,0.0588,26.54,26.88,34.42,56.91,78.82
1536760.0,321480.0,0.108,26.61,27.1,34.43,56.36,79.89
1536760.0,325640.0,0.6702,26.67,27.29,34.42,55.88,80.68
1536760.0,329800.0,0.2786,26.68,27.42,34.38,55.57,80.9
1536760.0,333960.0,0.114,26.64,27.43,34.29,55.56,80.26
1536760.0,338120.0,0.082,26.51,27.28,34.15,55.95,78.46
1536760.0,342280.0,0.517,26.27,26.91,33.93,56.91,75.11
1536760.0,346440.0,0.317,25.94,26.36,33.64,58.38,70.41
1536760.0,350600.0,0.1106,25.54,25.71,33.31,60.2,64.87
1536760.0,354760.0,0.0919,25.13,25.01,32.97,62.17,59.03
1536760.0,358920.0,0.1301,24.73,24.36,32.62,64.11,53.41
1536760.0,363080.0,0.1557,24.38,23.82,32.29,65.77,48.54
1536760.0,367240.0,0.1633,24.1,23.45,31.99,67.0,44.66
1536760.0,371400.0,0.0641,23.84,23.15,31.66,68.07,40.93
1536760.0,375560.0,0.1914,23.59,22.91,31.31,69.0,37.41
1536760.0,379720.0,0.0749,23.37,22.74,30.99,69.74,34.34
1536760.0,383880.0,0.4746,23.2,22.61,30.71,70.28,31.94
1536760.0,388040.0,0.1802,23.09,22.55,30.52,70.58,30.42
1536760.0,392200.0,0.0584,23.06,22.53,30.44,70.6,30.02
1536760.0,396360.0,0.1091,23.16,22.63,30.53,70.15,31.46
1536760.0,400520.0,0.2499,23.39,22.84,30.77,69.23,34.62
1536760.0,404680.0,0.1502,23.68,23.11,31.09,68.07,38.69
1536760.0,408840.0,0.0867,23.98,23.38,31.42,66.89,42.88
1536760.0,413000.0,0.3334,24.23,23.61,31.7,65.89,46.4
1532600.0,159240.0,0.2094,26.82,26.9,38.37,68.13,82.89
1532600.0,163400.0,0.0939,26.65,26.86,37.78,67.39,80.39
1532600.0,167560.0,0.1559,26.45,26.79,37.18,66.77,77.59
1532600.0,171720.0,0.0484,26.23,26.65,36.59,66.35,74.52
1532600.0,175880.0,0.1882,25.99,26.43,36.06,66.2,71.21
1532600.0,180040.0,0.1677,25.7,26.06,35.54,66.46,67.16
1532600.0,184200.0,0.0884,25.36,25.58,35.02,67.1,62.29
1532600.0,188360.0,0.1034,24.99,25.03,34.51,67.95,57.1
1532600.0,192520.0,0.11,24.63,24.48,34.03,68.84,52.05
1532600.0,196680.0,0.1119,24.31,23.99,33.6,69.58,47.64
1532600.0,200840.0,0.2263,24.08,23.63,33.25,69.99,44.35
1532600.0,205000.0,0.0256,23.95,23.44,32.98,69.91,42.56
1532600.0,209160.0,0.1368,23.9,23.38,32.78,69.47,41.87
1532600.0,213320.0,0.0635,23.92,23.41,32.63,68.76,42.08
1532600.0,217480.0,0.2552,23.98,23.52,32.55,67.89,43.01
1532600.0,221640.0,0.1424,24.09,23.68,32.53,66.94,44.48
1532600.0,225800.0,0.0129,24.22,23.86,32.56,66.01,46.32
1532600.0,229960.0,0.199,24.36,24.05,32.66,65.17,48.34
1532600.0,234120.0,0.1453,24.56,24.3,32.85,64.32,51.06
1532600.0,238280.0,0.2491,24.81,24.61,33.16,63.4,54.64
1532600.0,242440.0,0.1428,25.1,24.96,33.53,62.46,58.66
1532600.0,246600.0,0.1015,25.39,25.31,33.91,61.57,62.7
1532600.0,250760.0,0.1968,25.65,25.62,34.26,60.81,66.33
1532600.0,254920.0,0.2602,25.84,25.86,34.52,60.22,69.13
1532600.0,259080.0,0.1155,25.96,25.98,34.66,59.86,70.72
1532600.0,263240.0,0.2237,26.0,26.0,34.7,59.75,71.26
1532600.0,267400.0,0.1226,25.98,25.95,34.69,59.81,71.07
1532600.0,271560.0,0.0883,25.94,25.87,34.63,59.96,70.47
1532600.0,275720.0,0.1792,25.89,25.78,34.55,60.12,69.81
1532600.0,279880.0,0.2407,25.86,25.72,34.49,60.2,69.41
1532600.0,284040.0,0.1876,25.88,25.73,34.47,60.14,69.61
1532600.0,288200.0,0.1293,25.93,25.8,34.47,59.95,70.36
1532600.0,292360.0,0.2283,26.01,25.9,34.49,59.68,71.42
1532600.0,296520.0,0.2284,26.1,26.03,34.51,59.36,72.68
1532600.0,300680.0,0.1683,26.19,26.17,34.54,59.01,74.04
1532600.0,304840.0,0.1033,26.29,26.32,34.57,58.64,75.4
1532600.0,309000.0,0.1417,26.38,26.48,34.6,58.27,76.64
1532600.0,313160.0,0.0939,26.46,26.65,34.63,57.86,77.82
1532600.0,317320.0,0.1983,26.58,26.9,34.7,57.26,79.47
1532600.0,321480.0,0.1113,26.71,27.19,34.78,56.57,81.29
1532600.0,325640.0,0.1532,26.83,27.47,34.85,55.93,82.91
1532600.0,329800.0,0.9547,26.9,27.67,34.89,55.47,83.94
1532600.0,333960.0,0.346,26.9,27.75,34.87,55.33,84.01
1532600.0,338120.0,0.7066,26.81,27.66,34.77,55.63,82.72
1532600.0,342280.0,0.1707,26.6,27.32,34.59,56.52,79.67
1532600.0,346440.0,0.2667,26.27,26.8,34.32,57.95,75.11
1532600.0,350600.0,0.1809,25.88,26.15,34.0,59.74,69.63
1532600.0,354760.0,0.0038,25.47,25.47,33.66,61.69,63.82
1532600.0,358920.0,0.3593,25.07,24.83,33.32,63.58,58.27
1532600.0,363080.0,0.0484,24.74,24.31,33.01,65.17,53.56
1532600.0,367240.0,0.2875,24.48,23.96,32.73,66.29,49.99
1532600.0,371400.0,0.1777,24.25,23.69,32.42,67.22,46.68
1532600.0,375560.0,0.0409,24.03,23.49,32.1,67.97,43.66
1532600.0,379720.0,0.1211,23.85,23.35,31.8,68.53,41.12
1532600.0,383880.0,0.126,23.72,23.26,31.55,68.88,39.23
1532600.0,388040.0,0.2911,23.64,23.23,31.38,69.01,38.17
1532600.0,392200.0,0.1431,23.64,23.23,31.32,68.9,38.13
1532600.0,396360.0,0.2172,23.76,23.35,31.43,68.34,39.84
1532600.0,400520.0,0.0852,24.0,23.58,31.68,67.34,43.21
1532600.0,404680.0,0.1507,24.3,23.86,32.02,66.12,47.44
1532600.0,408840.0,0.0892,24.61,24.15,32.36,64.9,51.75
1532600.0,413000.0,0.4117,24.86,24.38,32.65,63.88,55.34
1528440.0,159240.0,0.0865,27.02,27.15,39.12,68.98,85.64
1528440.0,163400.0,0.1268,26.85,27.11,38.59,68.41,83.26
1528440.0,167560.0,0.1025,26.66,27.03,38.04,67.94,80.59
1528440.0,171720.0,0.0978,26.45,26.89,37.5,67.61,77.67
1528440.0,175880.0,0.0785,26.23,26.67,36.99,67.49,74.53
1528440.0,180040.0,0.0423,25.96,26.32,36.49,67.7,70.74
1528440.0,184200.0,0.2262,25.64,25.86,35.97,68.21,66.24
1528440.0,188360.0,0.196,25.3,25.34,35.45,68.88,61.43
1528440.0,192520.0,0.1115,24.96,24.81,34.95,69.57,56.73
1528440.0,196680.0,0.0831,24.66,24.34,34.49,70.12,52.54
1528440.0,200840.0,0.0461,24.43,23.98,34.09,70.39,49.29
1528440.0,205000.0,0.0703,24.29,23.76,33.76,70.23,47.24
1528440.0,209160.0,0.1654,24.2,23.65,33.47,69.75,46.02
1528440.0,213320.0,0.1098,24.16,23.61,33.22,69.04,45.49
1528440.0,217480.0,0.0429,24.17,23.64,33.03,68.18,45.57
1528440.0,221640.0,0.1677,24.21,23.71,32.89,67.27,46.18
1528440.0,225800.0,0.0961,24.28,23.83,32.83,66.38,47.22
1528440.0,229960.0,0.0759,24.38,23.96,32.84,65.6,48.62
1528440.0,234120.0,0.1987,24.54,24.15,32.99,64.83,50.82
1528440.0,238280.0,0.1504,24.76,24.42,33.25,64.02,53.91
1528440.0,242440.0,0.1484,25.02,24.74,33.59,63.2,57.49
1528440.0,246600.0,0.1919,25.28,25.06,33.95,62.43,61.16
1528440.0,250760.0,0.1557,25.52,25.35,34.28,61.76,64.51
1528440.0,254920.0,0.1414,25.7,25.57,34.53,61.24,67.13
1528440.0,259080.0,0.2629,25.81,25.69,34.68,60.9,68.69
1528440.0,263240.0,0.1586,25.86,25.74,34.74,60.76,69.39
1528440.0,267400.0,0.1678,25.87,25.72,34.76,60.77,69.51
1528440.0,271560.0,0.1983,25.86,25.68,34.74,60.84,69.29
1528440.0,275720.0,0.1377,25.84,25.63,34.71,60.92,69.01
1528440.0,279880.0,0.0986,25.83,25.61,34.68,60.95,68.93
1528440.0,284040.0,0.4887,25.86,25.64,34.68,60.84,69.31
1528440.0,288200.0,0.2635,25.91,25.71,34.69,60.64,70.08
1528440.0,292360.0,0.1727,25.98,25.81,34.69,60.38,71.04
1528440.0,296520.0,0.1252,26.06,25.92,34.7,60.09,72.13
1528440.0,300680.0,0.1272,26.15,26.05,34.71,59.75,73.35
1528440.0,304840.0,0.146,26.24,26.2,34.74,59.38,74.64
1528440.0,309000.0,0.1345,26.33,26.36,34.77,58.98,75.97
1528440.0,313160.0,0.2129,26.44,26.56,34.84,58.5,77.47
1528440.0,317320.0,0.1127,26.59,26.87,34.96,57.79,79.66
1528440.0,321480.0,0.1648,26.77,27.22,35.11,56.96,82.17
1528440.0,325640.0,0.0806,26.94,27.57,35.25,56.18,84.54
1528440.0,329800.0,0.2188,27.07,27.85,35.36,55.59,86.32
1528440.0,333960.0,0.0975,27.12,28.0,35.41,55.32,87.05
1528440.0,338120.0,0.0402,27.07,27.95,35.36,55.52,86.27
1528440.0,342280.0,0.0999,26.87,27.66,35.2,56.35,83.54
1528440.0,346440.0,0.1549,26.56,27.17,34.96,57.71,79.2
1528440.0,350600.0,0.2346,26.18,26.55,34.66,59.44,73.87
1528440.0,354760.0,0.1428,25.78,25.89,34.33,61.33,68.19
1528440.0,358920.0,0.1167,25.39,25.28,34.0,63.15,62.79
1528440.0,363080.0,0.3415,25.07,24.78,33.7,64.65,58.32
1528440.0,367240.0,0.1469,24.84,24.46,33.44,65.65,55.09
1528440.0,371400.0,0.1612,24.64,24.23,33.16,66.42,52.23
1528440.0,375560.0,0.3494,24.46,24.06,32.87,67.0,49.72
1528440.0,379720.0,0.0622,24.32,23.96,32.6,67.38,47.72
1528440.0,383880.0,0.167,24.22,23.9,32.38,67.57,46.34
1528440.0,388040.0,0.2929,24.18,23.89,32.23,67.55,45.72
1528440.0,392200.0,0.133,24.2,23.92,32.19,67.33,46.02
1528440.0,396360.0,0.1003,24.34,24.06,32.32,66.69,47.98
1528440.0,400520.0,0.2377,24.59,24.3,32.59,65.63,51.52
1528440.0,404680.0,0.16,24.9,24.6,32.94,64.39,55.87
1528440.0,408840.0,0.1384,25.21,24.89,33.3,63.16,60.25
1528440.0,413000.0,0.0586,25.47,25.12,33.6,62.14,63.87
1524280.0,159240.0,0.1293,27.19,27.38,39.77,69.72,88.06
1524280.0,163400.0,0.165,27.04,27.33,39.31,69.29,85.84
1524280.0,167560.0,0.1137,26.86,27.25,38.82,68.94,83.33
1524280.0,171720.0,0.1266,26.66,27.11,38.33,68.69,80.59
1524280.0,175880.0,0.0932,26.45,26.89,37.85,68.6,77.65
1524280.0,180040.0,0.1659,26.2,26.56,37.37,68.76,74.14
1524280.0,184200.0,0.0609,25.91,26.13,36.86,69.15,70.01
1524280.0,188360.0,0.1298,25.59,25.64,36.34,69.66,65.61
1524280.0,192520.0,0.1643,25.28,25.14,35.83,70.18,61.27
1524280.0,196680.0,0.1094,25.0,24.69,35.35,70.56,57.33
1524280.0,200840.0,0.3317,24.78,24.34,34.93,70.7,54.16
1524280.0,205000.0,0.237,24.62,24.1,34.55,70.49,51.94
1524280.0,209160.0,0.3724,24.5,23.95,34.19,69.98,50.29
1524280.0,213320.0,0.1439,24.42,23.85,33.86,69.27,49.16
1524280.0,217480.0,0.19,24.38,23.81,33.56,68.44,48.53
1524280.0,221640.0,0.1188,24.37,23.81,33.34,67.57,48.41
1524280.0,225800.0,0.1491,24.39,23.86,33.19,66.74,48.77
1524280.0,229960.0,0.2916,24.45,23.94,33.14,66.02,49.6
1524280.0,234120.0,0.1972,24.58,24.09,33.23,65.34,51.32
1524280.0,238280.0,0.1105,24.76,24.32,33.45,64.63,53.93
1524280.0,242440.0,0.0897,24.98,24.6,33.75,63.94,57.05
1524280.0,246600.0,0.1186,25.22,24.88,34.08,63.3,60.31
